rule,side,activation,giveback,hard_stop,max_hold,trades,mean_exit_ret,median_exit_ret,p10_exit_ret,p25_exit_ret,win_rate,mean_mfe,mean_mae,capture_ratio,score
L_pullback_ema_reclaim,long,25,0.35,12,240,55,11.035659972443518,16.262817207996783,-12.0,-12.0,0.6545454545454545,35.57257290952811,-16.418818349988694,0.3102294568489764,-0.9643400275564815
L_pullback_ema_reclaim,long,25,0.25,9,240,55,7.814750942181701,11.67712379245096,-9.0,-9.0,0.5454545454545454,35.57257290952811,-16.418818349988694,0.2196847262652885,-1.1852490578182993
L_pullback_ema_reclaim,long,35,0.25,9,120,53,7.783100199069715,0.15320334261839097,-9.0,-9.0,0.5283018867924528,22.825265236601453,-14.348226318015493,0.34098618869887765,-1.2168998009302854
L_pullback_ema_reclaim,long,25,0.25,6,240,55,4.779667906772667,-6.0,-6.0,-6.0,0.4,35.57257290952811,-16.418818349988694,0.13436385158107111,-1.2203320932273334
L_pullback_ema_reclaim,long,25,0.25,6,120,55,4.667472817059706,-6.0,-6.0,-6.0,0.41818181818181815,23.262615237946317,-13.946470743202257,0.20064265214024846,-1.3325271829402938
L_pullback_ema_reclaim,long,35,0.25,6,240,54,4.60220625547055,-6.0,-6.0,-6.0,0.3148148148148148,35.55312450622901,-16.720467099926594,0.12944590157369235,-1.3977937445294497
L_pullback_ema_reclaim,long,25,0.5,6,60,54,4.5047578821979855,-6.0,-6.0,-6.0,0.4444444444444444,16.442119166737708,-10.933066750771145,0.27397672018525926,-1.4952421178020145
L_pullback_ema_reclaim,long,8,0.65,12,240,50,10.473493286627798,2.0044316020689235,-12.0,-9.486007537486973,0.64,33.68974742458356,-17.74943679627397,0.3108807304083629,-1.5265067133722017
L_pullback_ema_reclaim,long,5,0.5,12,240,54,10.470708455593046,2.6373961236927146,-12.0,0.11328976036419358,0.7962962962962963,35.61869474378806,-16.60305368669291,0.2939666523692351,-1.529291544406954
L_pullback_ema_reclaim,long,18,0.5,6,60,54,4.413341983225613,-6.0,-6.0,-6.0,0.4444444444444444,16.442119166737708,-10.933066750771145,0.26841685907214274,-1.5866580167743871
L_pullback_ema_reclaim,long,25,0.25,9,120,55,7.21236457966231,10.961002785515328,-9.0,-9.0,0.5818181818181818,23.262615237946317,-13.946470743202257,0.3100410038118756,-1.7876354203376899
L_pullback_ema_reclaim,long,35,0.25,12,120,53,10.190032706236378,14.741306191687876,-12.0,-12.0,0.6415094339622641,22.825265236601453,-14.348226318015493,0.4464365518038385,-1.8099672937636218
L_pullback_ema_reclaim,long,25,0.35,6,120,55,4.1313193108813495,-6.0,-6.0,-6.0,0.41818181818181815,23.262615237946317,-13.946470743202257,0.1775947918419027,-1.8686806891186505
L_pullback_ema_reclaim,long,25,0.65,6,60,54,4.10767228860193,-6.0,-6.0,-6.0,0.4444444444444444,16.442119166737708,-10.933066750771145,0.2498262083461676,-1.89232771139807
L_pullback_ema_reclaim,long,25,0.35,6,240,55,4.086797913251049,-6.0,-6.0,-6.0,0.4,35.57257290952811,-16.418818349988694,0.11488620526957723,-1.9132020867489512
L_pullback_ema_reclaim,long,25,0.35,9,240,55,7.037569414499196,11.67712379245096,-9.0,-9.0,0.5454545454545454,35.57257290952811,-16.418818349988694,0.19783695242955518,-1.9624305855008037
